name,location,cuisines,rate,approx_cost_for_two,online_order,book_table
B-hive," Koramangala 1st Block, Bangalore","Finger Food, North Indian, Beverages",4.3,1200,1,0
Empire Restaurant," Rajajinagar, Bangalore","North Indian, Mughlai, Arabian, South Indian, Chinese",4.05,700,1,0
Deja Vu Buffet Bar," JP Nagar, Bangalore","North Indian, Chinese, Bar Food",3.9,1400,1,0
The Whitefield Arms Pub & Microbrewery," VR Bengaluru, Whitefield, Bangalore","Modern Indian, Continental, BBQ",4.199999999999999,1200,1,0
Citrus - The Leela Palace," The Leela Palace, Old Airport Road, Bangalore","North Indian, Italian, Asian, Continental, Mediterranean",4.05,3500,1,0
Subz," Jayanagar, Bangalore","North Indian, Desserts, Street Food, Salad",4.199999999999999,1000,1,0
Subz," Jayanagar, Bangalore","North Indian, Desserts, Street Food, Salad",4.199999999999999,1000,1,0
Mitti Cafe | Enerjuvate," Koramangala 4th Block, Bangalore","Cafe, Healthy Food, Pizza, Beverages, Fast Food, Bakery, Desserts",4.05,800,1,0
Zaitoon," Old Airport Road, Bangalore","BBQ, Arabian, Chinese, North Indian, Chettinad, Desserts, Ice Cream, Beverages",4.199999999999999,1000,1,0
Bamey's Restro Cafe," Koramangala 5th Block, Bangalore","Asian, Nepalese, Momos",4.25,800,1,0
The Market - The Ritz-Carlton," The Ritz-Carlton, Bangalore","North Indian, European, Asian",3.9,3400,1,0
The Rasoiya Street," HSR, Bangalore","North Indian, Continental, Mexican, Chinese, Desserts, Beverages",4.15,900,1,0
The Rogue Elephant," Jayanagar, Bangalore","Fast Food, Italian, Beverages",4.3,1000,1,0
Cable Car," Jayanagar, Bangalore","North Indian, Pasta, Continental, Desserts",4.1,1000,1,0
Wall Street Sky Lounge," JP Nagar, Bangalore","Continental, North Indian, Chinese, Fast Food, Pizza, Italian, Beverages",4.199999999999999,1700,1,0
NH7 Refuel," International Airport, Bangalore","North Indian, Continental",4.3,800,1,0
NH8," Indiranagar, Bangalore","Rajasthani, North Indian",4.0,800,1,0
Anupam's Coast II Coast," Church Street, Bangalore","Seafood, Mangalorean, North Indian, Chinese, Biryani, Mughlai",4.15,1400,1,0
The Himalayan," Koramangala 5th Block, Bangalore","Korean, Beverages",4.3,1200,1,0
Once Upon a Rooftop," Jayanagar, Bangalore","Mexican, Italian, Chinese, Thai",4.1,1200,1,0
Bengaluru Cafe," Jayanagar, Bangalore",South Indian,4.3,100,1,0
Imperio Restaurant," Kalyan Nagar, Bangalore","Biryani, North Indian, Chinese, Arabian, Juices, Beverages",4.05,600,1,0
Yo! Chow," Marathahalli, Bangalore","Asian, Desserts, Beverages",4.15,1200,1,0
Based On A True Story- Bistro," Banaswadi, Bangalore","Cafe, Continental, Fast Food, Italian, Beverages",4.25,800,1,0
Cakewala," HSR, Bangalore","Bakery, Desserts",4.3,400,1,0
The Coorg Food Co.," Kalyan Nagar, Bangalore",South Indian,4.3,600,1,0
The Local," Kalyan Nagar, Bangalore","Finger Food, Continental, Italian, Asian",3.85,1400,1,0
Hype - Shangri-La Hotel," Shangri-La Hotel, Vasanth Nagar , Bangalore",Finger Food,4.3,3000,1,0
Kebabs & Kurries - ITC Gardenia," ITC Gardenia, Bangalore","North Indian, Kebab, Seafood",4.3,3500,1,0
TherPUP - a Dog Cafe," ITPL Main Road, Whitefield, Bangalore","Cafe, Fast Food, Desserts, Beverages",4.0,700,1,0
Hyderabadi Spice," Electronic City, Bangalore","Biryani, North Indian",4.199999999999999,600,1,0
Fishland," Majestic, Bangalore","Seafood, Chettinad",4.1,1000,1,0
The Persian Terrace - Sheraton Grand Bangalore Hotel at Brigade Gateway," Sheraton Grand Bangalore Hotel at Brigade Gateway, Bangalore","Lebanese, Mediterranean, Afghan, Seafood, Desserts",4.3,3500,1,0
M Cafe - Bengaluru Marriott Hotel Whitefield," Bengaluru Marriott Hotel Whitefield, Bangalore","North Indian, Continental, Italian, Thai",4.0,2500,1,0
Justbe Resto Cafe," Sadashiv Nagar, Bangalore","Cafe, Healthy Food, Fast Food, Desserts, Beverages",4.1,1000,1,0
The Square - Novotel," Novotel Bengaluru, Marathahalli, Bangalore","Continental, North Indian, Japanese, Italian",4.3,2500,1,0
South Ruchis Square," Race Course Road, Bangalore","North Indian, South Indian, Chinese, Beverages, Fast Food, Desserts",4.25,500,1,0
The Filter Coffee," Kalyan Nagar, Bangalore","South Indian, Coffee",4.3,300,1,0
Masala Klub - The Taj West End," The Taj West End, Race Course Road, Bangalore","North Indian, South Indian",4.3,4000,1,0
Kesariya," JP Nagar, Bangalore","North Indian, Desserts",4.3,1200,1,0
Barebones - The Balcony Bar," Indiranagar, Bangalore","Chinese, Continental, Finger Food, North Indian, Beverages",4.3,1400,1,0
Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre," Sheraton Grand Bengaluru, Whitefield, Bangalore","Continental, Asian, South Indian, North Indian",4.1,3700,1,0
The Teal Door Cafe," Indiranagar, Bangalore","Cafe, Continental",4.199999999999999,800,1,0
Le Arabia," JP Nagar, Bangalore","Arabian, North Indian, Mughlai, Chinese, Biryani, Beverages, Desserts",4.05,1000,1,0
Jose Mess," BTM, Bangalore","Kerala, South Indian",4.199999999999999,300,1,0
Dilli To Dakshin," HSR, Bangalore","North Indian, Street Food, Beverages",3.9,700,1,0
Fattoush," Bannerghatta Road, Bangalore","North Indian, Mughlai, Chinese, Biryani, Beverages",4.15,1000,1,0
Dolci Desserts," Cunningham Road, Bangalore","Cafe, Desserts, Italian, Fast Food, Beverages",4.25,700,1,0
Hotel Janatha," Malleshwaram, Bangalore",South Indian,4.3,150,1,0
New Krishna Bhavan," Malleshwaram, Bangalore","South Indian, North Indian, Chinese",4.199999999999999,200,1,0
Edo Restaurant & Bar - ITC Gardenia," ITC Gardenia, Bangalore","Japanese, Sushi",4.3,4000,1,0
Cafe Felix," 1 MG Road Mall, MG Road, Bangalore","American, Italian, Continental, Desserts, Beverages, Bar Food",3.9,1900,1,0
Pepe's Pizza," Bellandur, Bangalore","Pizza, Pasta, Burger, Desserts, Beverages",4.1,800,1,0
Konark Vegetarian Restaurant," Residency Road, Bangalore","South Indian, North Indian, Continental, Chinese, Street Food, Desserts, Beverages",4.0,500,1,0
Dice N Dine," Koramangala 5th Block, Bangalore","Continental, Cafe, Fast Food, Steak, Italian, Desserts, Beverages",4.15,900,1,0
The Konkan - Seafood Restaurant," St. Marks Road, Bangalore","Konkan, Mangalorean, Chinese, Beverages",4.1,750,1,0
Vinny's," Banashankari, Bangalore","Beverages, Fast Food, Pizza",4.15,800,1,0
Carnival de Goa," Ulsoor, Bangalore","Goan, Mangalorean, Pizza, Seafood",4.199999999999999,1000,1,0
Cafe Nosh," Sahakara Nagar, Bangalore","Cafe, Continental, Steak",4.15,650,1,0
Bangalore Mandarin," Indiranagar, Bangalore","Chinese, Seafood",4.25,1100,1,0
The Royal Corner - Pai Viceroy," Jayanagar, Bangalore","North Indian, Chinese",4.25,900,1,0
Mugful Of Stories," Kalyan Nagar, Bangalore","Desserts, Bakery",4.3,300,1,0
Jamavar - The Leela Palace," The Leela Palace, Old Airport Road, Bangalore","North Indian, South Indian",4.3,4000,1,0
Chikkanna Tiffin Room," City Market, Bangalore",South Indian,4.35,200,1,0
Aioli," Kalyan Nagar, Bangalore","Mediterranean, Continental, Italian, Salad, Healthy Food",4.25,1400,1,0
Hunger Camp," JP Nagar, Bangalore","North Indian, Mughlai, Chinese, Beverages",4.0,800,1,0
Burger Seigneur," Indiranagar, Bangalore","Cafe, Burger, Continental, Beverages, Desserts",4.199999999999999,1300,1,0
Royal Treat," Koramangala 5th Block, Bangalore","North Indian, Chinese, Biryani",4.199999999999999,500,1,0
Puliyogare Point," Basavanagudi, Bangalore","South Indian, Desserts",4.3,100,1,0
Karama Restaurant," Frazer Town, Bangalore","Arabian, Mughlai, Seafood, North Indian, Biryani",4.15,750,1,0
Shezan," Cunningham Road, Bangalore","Chinese, Continental, North Indian, Mughlai, Fast Food",4.1,750,1,0
Yogi-sthaan," Indiranagar, Bangalore","Cafe, Healthy Food, Salad, Beverages",4.15,700,1,0
Aubree," Sadashiv Nagar, Bangalore","Cafe, Bakery, Fast Food, Italian, Thai",4.35,900,1,0
Siddiqu Kabab Center," Richmond Road, Bangalore","Kebab, Fast Food, Rolls",4.3,150,1,0
THE RIG," Sarjapur Road, Bangalore","Finger Food, Continental, Pizza",3.85,1500,1,0
Apsara Ice Creams," HSR, Bangalore",Ice Cream,4.4,300,1,0
Ranganna Military Hotel," Jayanagar, Bangalore","Mughlai, South Indian, North Indian",4.199999999999999,350,1,0
Burger King," Phoenix Marketcity Bangalore, Whitefield, Bangalore","Burger, Fast Food, Beverages, Desserts",4.15,350,1,0
Burger King," Phoenix Marketcity Bangalore, Whitefield, Bangalore","Burger, Fast Food, Beverages, Desserts",4.15,350,1,0
Mani's Dum Biryani," JP Nagar, Bangalore","Biryani, South Indian",4.199999999999999,750,1,0
Watson's," Skywalk, Ulsoor, Bangalore","Pizza, North Indian, Seafood, Chinese, Fast Food, Rolls, Sandwich",4.3,700,1,0
Andhra Ruchulu," JP Nagar, Bangalore","Andhra, North Indian, Chinese",4.199999999999999,800,1,0
Bamboo Hut," Nagarbhavi, Bangalore","Chinese, Fast Food",4.05,700,1,0
Eat Street," Koramangala 6th Block, Bangalore","North Indian, Chinese, Italian, Street Food, Desserts",4.05,600,1,0
Cafe Max," Indiranagar, Bangalore","Cafe, German, Italian",4.3,1300,1,0
Cold Stone Creamery," Whitefield, Bangalore","Ice Cream, Desserts",4.15,400,1,0
Cirkus," HSR, Bangalore","Thai, South Indian, Italian, Fast Food, Bar Food, Desserts, Beverages, Steak",4.3,1500,1,0
GMT - Gelateria Montecatini Terme," Indiranagar, Bangalore","Desserts, Beverages",4.1,300,1,0
Fabelle Chocolates - ITC Gardenia," ITC Gardenia, Bangalore",Desserts,4.15,1200,1,0
Maziga," VR Bengaluru, Whitefield, Bangalore","Mughlai, Awadhi, Modern Indian, Kebab, North Indian, Biryani, Desserts, Beverages",3.7,1500,1,0
Hanoi - Vietnamese Cuisine," Indiranagar, Bangalore","Vietnamese, Asian",4.199999999999999,1700,1,0
Kamat Lokaruchi," Mysore Road, Bangalore","South Indian, Mangalorean",4.3,450,1,0
Kesar Sweet Shop & Fast Food," Brookefield, Bangalore","North Indian, Chinese, Street Food",4.15,450,1,0
Shao - Radisson Blu," Radisson Blu, Marathahalli, Bangalore","Thai, Japanese, Chinese, Asian, Beverages",4.1,2800,1,0
Szechuan Dragon," Banashankari, Bangalore","Chinese, Asian, Thai, Momos",4.1,500,1,0
Chai Days," Indiranagar, Bangalore","Tea, Beverages, Fast Food",4.199999999999999,300,1,0
Stoned Monkey," Banashankari, Bangalore","Desserts, Ice Cream, Beverages, Mexican",4.0,400,1,0
The Fat Chef," Whitefield, Bangalore","Japanese, Italian, American, Asian, North Indian, Steak",4.1,1500,1,0
The Hidden Home," Sarjapur Road, Bangalore","Asian, Chinese, Continental, North Indian, South Indian, Biryani",4.05,1300,1,0
Hoppipola," Kalyan Nagar, Bangalore","Continental, Fast Food",4.1,1500,1,0
Khan Saheb Grills and Rolls," Indiranagar, Bangalore","North Indian, Rolls",4.05,400,1,0
Cream Stone," HSR, Bangalore","Ice Cream, Desserts, Beverages",4.1,300,1,0
Starbucks Coffee," Indiranagar, Bangalore","Cafe, Beverages, Desserts",4.05,600,1,0
Sector 7 Café," HSR, Bangalore","Cafe, Continental, Salad, Fast Food, Italian, American, Beverages",4.199999999999999,700,1,0
Sri Sairam's Chats and Juice," Malleshwaram, Bangalore",Street Food,4.3,100,1,0
Fogg Lounge," BTM, Bangalore","Continental, Italian, Beverages",4.0,1600,1,0
Savoury Restaurant," Frazer Town, Bangalore","Arabian, Mughlai, North Indian, Chinese, Fast Food, Beverages",4.199999999999999,750,1,0
Pulimunchi," Indiranagar, Bangalore","Mangalorean, Seafood",4.1,1000,1,0
Tandoor Hut," Koramangala 5th Block, Bangalore","North Indian, Mughlai, Chinese",4.199999999999999,500,1,0
Momo Jojo," JP Nagar, Bangalore","Chinese, Momos, Desserts",3.9,400,1,0
Pin Me Down," Koramangala 7th Block, Bangalore","Fast Food, American, Chinese, Beverages",4.25,650,1,0
Pabrai's Fresh & Naturelle Icecreams," HSR, Bangalore","Ice Cream, Desserts",4.25,200,1,0
Tandoori Taal," Indiranagar, Bangalore",North Indian,4.3,900,1,0
Gudguda Prime Cafe," Koramangala 6th Block, Bangalore","Cafe, Continental, Chinese, Italian",4.3,800,1,0
Sri Laxmi Venkateshwara Coffee Bar," Banashankari, Bangalore",South Indian,4.3,100,1,0
Cloud Cafe," Nagarbhavi, Bangalore","Chinese, Italian, Asian, Continental",4.3,1000,1,0
Homms," Brookefield, Bangalore","Thai, Chinese, Momos",4.15,500,1,0
Ironhill Bengaluru," Marathahalli, Bangalore","Continental, North Indian, Italian, Finger Food, Desserts, Beverages, Fast Food, Biryani",4.2,1600,1,0
Daddy," Indiranagar, Bangalore","Finger Food, Continental, North Indian, Asian, Pasta",3.9,1500,1,0
21st Amendment Gastrobar," Indiranagar, Bangalore","North Indian, Continental, Chinese, Bar Food",4.2,1200,1,0
SkyDeck By Sherlock's," MG Road, Bangalore","Continental, Chinese, Finger Food, North Indian",4.2,1500,1,0
BROOKS AND BONDS BREWERY," Koramangala 5th Block, Bangalore","Continental, Mediterranean, North Indian, Chinese, Finger Food",4.05,1600,1,0
Chapter One Bar | Maiin," New BEL Road, Bangalore","North Indian, South Indian, Chinese, Mughlai, Italian, Fast Food",4.2,1200,1,0
Jetlag," Rajajinagar, Bangalore","Finger Food, Continental, North Indian, Italian",4.2,1650,1,0
By The Peepal," JP Nagar, Bangalore","Finger Food, Continental, Italian, North Indian, Fast Food",4.2,1700,1,0
RCB Bar & Cafe," Church Street, Bangalore","Continental, North Indian, Pizza, Asian, Beverages",4.05,1800,1,0
Lono," Indiranagar, Bangalore","Continental, Modern Indian, Italian, Fast Food, Seafood",3.8,2000,1,0
Lord Of The Drinks," Phoenix Marketcity Bangalore, Whitefield, Bangalore","Finger Food, Continental, European, North Indian, Italian, Asian",4.2,1450,1,0
Cafe Azzure," MG Road, Bangalore","Cafe, Continental, Fast Food, Desserts, Beverages",4.25,900,1,0
Drink & Dine," Rajarajeshwari Nagar, Bangalore","Finger Food, Chinese, North Indian, Mughlai, Fast Food, Beverages",4.05,1400,1,0
Dofu," Indiranagar, Bangalore","Chinese, Korean, Japanese, Beverages",4.15,1200,1,0
Badmaash," UB City, Bangalore","North Indian, Mughlai, Biryani",4.2,1500,1,0
Big Barrel," Rajarajeshwari Nagar, Bangalore","Continental, North Indian, Chinese, Mexican, Italian, Beverages",4.0,1800,1,0
Boomrang BarXsocial," Koramangala 7th Block, Bangalore","North Indian, Italian, Pizza, Chinese, Fast Food, Desserts, Beverages",4.2,1500,1,0
Kappa Chakka Kandhari," Koramangala 6th Block, Bangalore",Kerala,4.2,1500,1,0
Magnolia Bakery," Indiranagar, Bangalore","Bakery, Desserts",4.35,300,1,0
Al Daaz," HSR, Bangalore","North Indian, Continental, BBQ, Fast Food, Beverages",4.25,600,1,0
The Bar Stock Exchange," St. Marks Road, Bangalore","Continental, Chinese, North Indian, Finger Food, Beverages",4.2,1300,1,0
Mayura 1989," Rajajinagar, Bangalore","Andhra, North Indian, Chinese, Mughlai",4.0,1100,1,0
Brew Meister," Jayanagar, Bangalore","North Indian, Continental, Finger Food, Fast Food, Seafood",4.05,1800,1,0
Float Brewery," Kalyan Nagar, Bangalore","Bar Food, Asian, Italian, Beverages",4.05,2200,1,0
Kebapci," Koramangala 6th Block, Bangalore","BBQ, Turkish, Middle Eastern, Lebanese",4.1,650,1,0
Tree Tops Bar & Kitchen," Hotel Southern Star, Lavelle Road, Bangalore","North Indian, Mughlai, Continental, American, Desserts",4.2,1600,1,0
BLR Brewing Co.," Kanakapura Road, Bangalore","Chinese, North Indian, Fast Food, Desserts, BBQ, Beverages",4.05,1500,1,0
The Irish House," Yelahanka, Bangalore","European, American",3.95,1700,1,0
Thyme & Whisk," Jayanagar, Bangalore","Asian, North Indian, Chinese, Continental, Italian, Desserts, Beverages",4.2,1400,1,0
Grill Daddy," Koramangala 1st Block, Bangalore","American, Pizza, Burger, Steak, Sandwich, Continental, Beverages",4.0,800,1,0
Public - The Rooftop Bar And Kitchen," Bannerghatta Road, Bangalore","North Indian, Chinese, Finger Food, Continental",3.85,1000,1,0
Orzuv," Whitefield, Bangalore","Kashmiri, Cafe, Beverages",3.9,1100,1,0
Kenzai," New BEL Road, Bangalore","Asian, Chinese, Japanese, Korean, Thai, Burmese",4.05,1200,1,0
Kenzai," New BEL Road, Bangalore","Asian, Chinese, Japanese, Korean, Thai, Burmese",4.05,1200,1,0
Boho," Brookefields Mall, Brookefield, Bangalore","Continental, Asian, Bar Food, Desserts, Beverages",4.2,1700,1,0
Moti Mahal Delux," HSR, Bangalore","North Indian, Mughlai, Desserts, Arabian, Hyderabadi, Chinese, Biryani",3.95,1000,1,0
Northwest Kebab & Curryhouse," Koramangala 6th Block, Bangalore","North Indian, Mughlai, Beverages",4.0,1200,1,0
Bhartiya Jalpan," Indiranagar, Bangalore","North Indian, Street Food, Desserts, Beverages",4.1,350,1,0
Quattro Ristorante," Residency Road, Bangalore","Italian, Mexican, Desserts, Beverages",4.05,1400,1,0
Dr. Sheesha," JP Nagar, Bangalore","Chinese, North Indian, Fast Food, Italian, Beverages",4.15,700,1,0
Dive," Marathahalli, Bangalore","Continental, Finger Food, Desserts",4.2,1300,1,0
Sunny's," Lavelle Road, Bangalore","European, Italian, Seafood, Continental",4.05,2100,1,0
Tea Brew," Indiranagar, Bangalore","Cafe, Italian, Continental, Beverages, Pasta, Tea, Momos, Bubble Tea",4.1,600,1,0
Ministry of Food - Hilton Bangalore Embassy GolfLinks," Hilton Bangalore Embassy GolfLinks, Domlur, Bangalore","North Indian, Asian, Continental, Italian, Mughlai, Desserts",4.05,1200,1,0
Tiger Trail - Royal Orchid Hotel," Royal Orchid Hotel,  Old Airport Road, Bangalore","North Indian, Beverages, Desserts",4.2,2000,1,0
Cafe Palmyra," Palm Meadows Club, Whitefield, Bangalore","Chinese, North Indian, Continental, Cafe",4.2,2000,1,0
Kobe Sizzlers," Indiranagar, Bangalore","American, Continental, Fast Food, Steak, Beverages",4.15,1500,1,0
What the Ale?!," Bommasandra, Bangalore","Finger Food, Fast Food, North Indian, Desserts, Beverages",3.95,1400,1,0
Drunkling - Sizzlers And Pub," Koramangala 5th Block, Bangalore","Chinese, Continental, North Indian, Burger, Pizza, Seafood, Desserts",4.05,1500,1,0
Terracotta Whitefield," Vivanta Whitefield, Bangalore","North Indian, Lucknowi, Afghan, Desserts",4.2,3000,1,0
Hyderabad Biryani House," Malleshwaram, Bangalore","Biryani, Hyderabadi, Chinese",4.15,800,1,0
Chutney Chang," Church Street, Bangalore","North Indian, Chinese, Desserts",4.1,1500,1,0
Mangalore Pearl - Seafood Restaurant," Ulsoor, Bangalore","Mangalorean, Seafood",4.15,650,1,0
Giselle Resto Cafe," Kammanahalli, Bangalore","Cafe, Continental, Beverages",3.95,800,1,0
Puchkas," Marathahalli, Bangalore","Street Food, North Indian, Fast Food, Chinese",4.1,200,1,0
Vembanad - The Paul Bangalore," The Paul Bangalore, Domlur, Bangalore","Kerala, Seafood, Desserts",4.05,1800,1,0
Sri Guru Kottureshwara Davangere Benne Dosa," Basavanagudi, Bangalore",South Indian,4.15,150,1,0
The Raj Pavilion - ITC Windsor," ITC Windsor, Bangalore","North Indian, Continental, Asian",4.2,2000,1,0
Mystique Palate," Jayanagar, Bangalore",Chinese,4.2,400,1,0
Sathya's," Koramangala 3rd Block, Bangalore","North Indian, Chinese, Beverages",4.1,1200,1,0
Cafe Del Sol," Nagarbhavi, Bangalore","Fast Food, Burger, Pizza, Pasta, Desserts, Coffee, Beverages",4.1,600,1,0
The Lassi Corner," Marathahalli, Bangalore","Fast Food, Ice Cream, Desserts, Beverages",3.95,300,1,0
Chandrappa Hotel," Yeshwantpur, Bangalore","South Indian, North Indian, Chinese",4.2,450,1,0
Flax," Indiranagar, Bangalore","Cafe, Healthy Food, Salad",4.2,700,1,0
Somilan Steak House," Church Street, Bangalore","North Eastern, Chinese, Naga, Steak, Beverages",4.25,1000,1,0
Sky Garden," Whitefield, Bangalore","North Indian, Asian, Continental, Italian, Mughlai",4.2,1400,1,0
Hotel Janardhan," Race Course Road, Bangalore",South Indian,4.2,400,1,0
The Grill House - Steaks & Sizzlers," Ulsoor, Bangalore","American, Mexican, Italian, Steak",4.4,1200,1,0
